TKR181200217	PLANET-seq_1
SRR4034131	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034132	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR6053388	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_ChIP-seq_H3K4me3
SRR6053389	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_ChIP-seq_H3K4me3
SRR6053387	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_ChIP-seq_H3K4me3
SRR4034133	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR5398675	COL_ENAP1_ChIPseq_air
SRR3418156	AT5G50360_DIG2_Dex_6h_ChIP
ERR1590152	E-MTAB-5048:Sample_8
SRR3418155	AT3G45810_DIG1_Dex_6h_ChIP
SRR908238	DP104-4_(iFLMdelta-GFP)
SRR3418154	GFP_Dex_6h_ChIP
SRR1635841	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR3418153	Col0_mockChIP_rep2
ERR1590151	E-MTAB-5048:Sample_7
SRR3418151	AT4G34000_ABF3_EtOH_ChIP_rep3
ERR970499	IgG_PE43_(SWD,_EOD,_BR1)
ERR970498	IgG_PE42_(SWD,_EON,_BR1)
ERR970497	IgG_PE19_(SOW,_EOD,_BR2)
ERR970496	IgG_PE18_(SOW,_EON,_BR2)
ERR970495	IgG_PE8_(SOW,_EOD,_BR1);_Arabidopsis_Leaf_6
ERR970494	IgG_PE7_(SOW,_EON,_BR1);_Arabidopsis_Leaf_6
ERR970493	input_PE75_(SWD,_EOD,_BR2);_Arabidopsis_Leaf_6
ERR970492	input_PE74_(SWD,_EON,_BR2);_Arabidopsis_Leaf_6
ERR970491	input_PE43_(SWD,_EOD,_BR1);_Arabidopsis_Leaf_6
ERR970490	input_PE42_(SWD,_EON,_BR1)
SRR446489	H3.3_dividing_rep2
SRR1537399	ChIPSeq-ABI5_Ab
SRR520260	WT-ChIP-4
SRR5209712	Heat_R3
SRR5209711	Input_R3
SRR5209710	Heat_R2
SRR5313762	ChIPseq_AGO1_WT_IAAcontrol_input_rep1
SRR5313763	ChIPseq_AGO1_WT_IAAcontrol_input_rep2
SRR5313760	ChIPseq_AGO1_WT_IAAcontrol_ChIP_rep1
SRR5313761	ChIPseq_AGO1_WT_IAAcontrol_ChIP_rep2
SRR5313766	ChIPseq_AGO1_WT_IAAtreat_input_rep1
SRR5313767	ChIPseq_AGO1_WT_IAAtreat_input_rep2
SRR5313764	ChIPseq_AGO1_WT_IAAtreat_ChIP_rep1
SRR5313765	ChIPseq_AGO1_WT_IAAtreat_ChIP_rep2
SRR5313768	ChIPseq_AGO1_WT_input_rep1
SRR5313769	ChIPseq_AGO1_WT_input_rep2
SRR4034141	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034140	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034143	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR4034142	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR094087	2C_atxr5_atxr6
SRR094086	2C_atxr5_atxr6
SRR4048210	W40HA_2h_2_(ChIP-Seq)
SRR094084	16C_wild-type
SRR094083	16C_wild-type
SRR094082	8C_wild-type
SRR094081	8C_wild-type
SRR094080	4C_wild-type
SRR094089	4C_atxr5_atxr6
SRR094088	2C_atxr5_atxr6
ERR833058	ChIP-seq-TRB1-GFP-in-lhp1-2
ERR833055	ChIP-seq-TRB1-GFP-1
ERR833054	ChIP-seq-Col-2
ERR833057	ChIP-seq-TRB1-GFP-in-lhp1-1;_TRB1_ChIP-seq_in_WT_and_lhp1
ERR833056	ChIP-seq-TRB1-GFP-2
ERR833053	ChIP-seq-Col-1
SRR5011170	Col_K9_rep2
SRR5011171	hdac_input_rep2
SRR5011172	hdac_K9_rep2
SRR5011173	pwr2_input_rep2
SRR5011174	pwr2_K9_rep2
SRR1988569	ChIPSeq-CRY2_FLAG_Rep1
SRR5681076	ChIPseq_nrpd1_antiNRPE1
SRR5681074	ChIPseq_col_antiNRPE1
SRR5681075	ChIPseq_nrpd1_preimmune
SRR5681073	ChIPseq_col_preimmune
SRR2135689	L_H3K4me3_rep_1
SRR402060	Col-0_ChIP-Seq
SRR4420299	IP_for_eH3.3_rep1
SRR5149633	H3.1F41Y-1
SRR2979643	ein2_mutant_in_COL-0_background_for_air_treatment
SRR3611057	input_TSA_16h_rep2
SRR3611056	input_TSA_16h_rep1
SRR3611055	input_TSA_16h_rep1
SRR3611054	input_TSA_16h_rep1
SRR5190516	ein2_H3K9Ac_C2H4_ChIPseq_rep2
SRR3611052	input_GSNO_cPTIO_16h_rep2
SRR3611051	input_GSNO_cPTIO_16h_rep2
SRR5190515	ein2_H3K9Ac_C2H4_ChIPseq_rep1
SRR1635390	Plant_shoots_sample_from_Arabidopsis_thaliana
SRR5190518	ein2_ethylene_IgG_control
SRR3611059	input_TSA_16h_rep2
SRR3611058	input_TSA_16h_rep2
SRR3418131	AT5G04760_EtOH_ChIP_rep2
SRR3418130	AT5G04760_ABA_ChIP_rep2
SRR5478894	LUX-GFP_ChIP-seq_at_17C_collected_at_ZT10
SRR5478895	LUX-GFP_ChIP-seq_at_17C_collected_at_ZT9
SRR5478892	LUX-GFP_ChIP-seq_at_27C_collected_at_ZT10
SRR3418134	AT2G46680_HB7_ABA_ChIP_rep1
SRR3418137	AT2G46680_HB7_EtOH_ChIP_rep2
SRR5478891	LUX-GFP_ChIP-seq_in_elf3-1_at_22C_collected_at_ZT8
SRR3418139	AT2G46680_HB7_EtOH_ChIP_rep3
SRR3418138	AT2G46680_HB7_ABA_ChIP_rep3
SRR5478898	ELF3-HA_ChIP-seq_at_22C_collected_at_ZT10
SRR5478899	LUX-GFP_ChIP-seq_at_22C_collected_at_ZT10
SRR1613116	ARR10_Exp1_Rep2
SRR1613117	ARR10_Exp1_Rep2
SRR1613114	ARR10_Exp1_Rep1
SRR1613118	
SRR1613119	
SRR5313737	ChIPseq_AGO1_WT_BTHcontrol_input_rep2
SRR1044950	pHBI1::HBI1-YFP
SRR5149637	H3.3swap-1
SRR5149636	H3.1swap
SRR3952234	
SRR3952233	
SRR016812	Generic_sample_from_Arabidopsis_thaliana
SRR3313881	TWT_INPUT
SRR3313880	TWT_H3
SRR3313883	fen1_H3K4me3
SRR3313882	fen1_H3K27me3
SRR3313885	fen1_H3
SRR3313884	fen1_H3K9me2
SRR1848417	at-leaf-Input_2_replicate_1
SRR3313886	fen1_INPUT
SRR1848419	at-endosperm-Input_2_replicate_2_col_x_ler
SRR1848418	at-endosperm-Input_2_replicate_1_ler_x_col
SRR016813	Generic_sample_from_Arabidopsis_thaliana
SRR4723041	Input_rep2
SRR4723040	Input_rep2
SRR3288009	FUL-GFP_in_ful-1,_replicate_1
SRR309188	FHY3_Far-Red
SRR058390	input_DNA
SRR1774030	H3K27me3_REF6-ZnF-HA
ERR970556	S28p_PE74_(SWD,_EON,_BR2)
ERR970557	S28p_PE75_(SWD,_EOD,_BR2)
ERR970554	S28p_PE42_(SWD,_EON,_BR1)
ERR970555	S28p_PE43_(SWD,_EOD,_BR1)
ERR970552	S28p_PE18_(SOW,_EON,_BR2)
ERR970553	S28p_PE19_(SOW,_EOD,_BR2)
ERR970550	S28p_PE7_(SOW,_EON,_BR1)
ERR970551	S28p_PE8_(SOW,_EOD,_BR1)
SRR1232232	AL5_OE
SRR908252	KAN1-FLAG_replicate_2
SRR6053391	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_H3K4me3_ChIP_Input_reference
SRR6053390	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_ChIP-seq_H3K4me3
SRR1232233	al5_mutant
SRR502857	PI-GFP_(AP1-GR_ap1_cal)_ChIPseq
SRR502858	PI-GFP_(AP1-GR_ap1_cal)_ChIPseq
SRR502859	AP3-GFP_(AP1-GR_ap1_cal)_ChIPseq
ERR1880970	1
SRR054715	AMS_ChIPSeq
SRR3709932	H3K4me3_OTU5_control_rep1
SRR3709930	H3K4me3_WT_control_rep1
SRR1976455	CCA1-ChIP_IonPGM
ERR970480	histone_PE18_(SOW,_EON,_BR2)
ERR970481	histone_PE19_(SOW,_EOD,_BR2)
ERR970482	histone_PE42_(SWD,_EON,_BR1)
SRR3709931	H3K4me3_WT_control_rep2
ERR970484	histone_PE74_(SWD,_EON,_BR2)
ERR970485	histone_PE75_(SWD,_EOD,_BR2)
ERR970486	input_PE7_(SOW,_EON,_BR1)
ERR970487	input_PE8_(SOW,_EOD,_BR1)
ERR970488	input_PE18_(SOW,_EON,_BR2)
ERR970489	input_PE19_(SOW,_EOD,_BR2)
SRR822352	GSM1116510:_gSOC1-GFP_replicate_3
SRR4039498	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR3928039	Input_chromatin_from_Col_-_bioRep_2
SRR3928030	H3K27me3_ChIP_from_Col_-_bioRep_2
SRR3928031	H3K27me3_ChIP_from_Col_-_bioRep_3
SRR3928032	Input_chromatin_from_C24_-_bioRep_1
SRR4039493	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR3928034	Input_chromatin_from_C24_-_bioRep_3
SRR3928035	FIE_ChIP_from_C24_-_bioRep_1
SRR3928036	FIE_ChIP_from_C24_-_bioRep_2
SRR3928037	FIE_ChIP_from_C24_-_bioRep_3
SRR2979855	ein2_mutant_in_COL-0_background_for_ethylene_treatment
SRR2979854	ein2_mutant_in_COL-0_background_for_ethylene_treatment
SRR2979856	ein2_mutant_in_COL-0_background_for_ethylene_treatment
SRR4184998	H3K23me1_wt_Rep1
SRR4184999	H3K23me1_wt_Rep2
SRR4184996	H3_kyp_Rep1
SRR4184997	H3_kyp_Rep2
SRR4184994	H3_wt_Rep1
SRR4184995	H3_wt_Rep2
SRR4184992	input_kyp_Rep1
SRR4184993	input_kyp_Rep2
SRR4184990	input_wt_Rep1
SRR4184991	input_wt_Rep2
SRR5313771	ChIPseq_AGO1_WT_JAcontrol_ChIP_rep2
SRR5313770	ChIPseq_AGO1_WT_JAcontrol_ChIP_rep1
SRR5313773	ChIPseq_AGO1_WT_JAcontrol_input_rep2
SRR5313772	ChIPseq_AGO1_WT_JAcontrol_input_rep1
SRR5313775	ChIPseq_AGO1_WT_JAtreat_ChIP_rep2
SRR5313774	ChIPseq_AGO1_WT_JAtreat_ChIP_rep1
SRR5313777	ChIPseq_AGO1_WT_JAtreat_input_rep2
SRR5313776	ChIPseq_AGO1_WT_JAtreat_input_rep1
SRR5313779	ChIPseq_PolII_ago1-36_ChIP_rep2
SRR5313778	ChIPseq_PolII_ago1-36_ChIP_rep1
SRR2001302	rosettes_dm_peg_H3K4me3_rep1
SRR4048201	W40HA_2h_1_(ChIP-Seq)
SRR4048200	W40HA_0h_1_(ChIP-Seq)
SRR4048203	WT_0h_2_(ChIP-Seq)
SRR4048202	W40HA_2h_1_(ChIP-Seq)
SRR4048205	W33HA_0h_2_(ChIP-Seq)
SRR4048204	WT_2h_2_(ChIP-Seq)
SRR4048207	W18HA_0h_2_(ChIP-Seq)
SRR4048206	W33HA_2h_2_(ChIP-Seq)
SRR4048209	W40HA_0h_2_(ChIP-Seq)
SRR4048208	W18HA_2h_2_(ChIP-Seq)
SRR4418323	hda9-H3K27ac_ChIP
SRR4418322	pwr-H3K27ac_ChIP
SRR2085420	mCG_protocol_validation_input
SRR4418321	Col-H3K27ac_ChIP
SRR2085421	mCHH_protocol_validation_input
SRR645798	Col-0_3-day_etiolated_seedlings,_no_ethylene_treatment
SRR2085423	mCHH;drm1drm2cmt2cmt3_rep1
SRR5011167	pwr2_input_rep1
SRR5011166	hdac_K9_rep1
SRR5011165	hdac_input_rep1
SRR5011164	Col_K9_rep1
SRR5011163	Col_input_rep1
SRR5011162	pwr2_K14
SRR5011161	pwr2_input
SRR5011160	hdac_K14
SRR1537403	ChIPSeq-ABI5_Ypet_2
SRR3234446	HTA11_ChIP-seq_37c_15min_37Exp
SRR5011169	Col_input_rep2
SRR5011168	pwr2_K9_rep1
SRR2135697	L_H3K27me3_rep_1
SRR2135696	I_H3K4me3_rep_2
SRR2135695	I_H3K4me3_rep_1
SRR2135694	t2_H3K4me3_rep_2
SRR2135693	t2_H3K4me3_rep_1
SRR2135692	t0_H3K4me3_rep_2
SRR2135691	t0_H3K4me3_rep_1
SRR2135690	L_H3K4me3_rep_2
SRR2135699	t0_H3K27me3_rep_1
SRR2135698	L_H3K27me3_rep_2
SRR1057651	H3K27me3_ChIPSeq_in_wt_rep1
SRR776581	FLAG-SPL7_ChIP-seq
SRR3418030	AT5G47640_NFYB2_ABA_ChIP_rep1
SRR3418031	AT5G47640_NFYB2_EtOH_ChIP_rep1
SRR3418032	AT5G47640_NFYB2_ABA_ChIP_rep2
SRR3418033	AT5G47640_NFYB2_EtOH_ChIP_rep2
SRR3418034	AT5G47640_NFYB2_ABA_ChIP_rep3
SRR3418035	AT5G47640_NFYB2_EtOH_ChIP_rep3
SRR3418036	AT1G49720_ABF1_ABA_ChIP_rep1
SRR3418037	AT1G49720_ABF1_EtOH_ChIP_rep1
SRR3418038	AT1G49720_ABF1_ABA_ChIP_rep2
SRR3418039	AT1G49720_ABF1_EtOH_ChIP_rep2
SRR094098	input_wild-type
SRR094099	input_atxr5_atxr6
SRR094090	4C_atxr5_atxr6
SRR094091	4C_atxr5_atxr6
SRR094092	8C_atxr5_atxr6
SRR094093	8C_atxr5_atxr6
SRR094094	8C_atxr5_atxr6
SRR094095	16C_atxr5_atxr6
SRR094096	16C_atxr5_atxr6
SRR094097	16C_atxr5_atxr6
SRR037789	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR037788	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR1451410	35S-SUC2-Input-rep2
SRR037787	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR037786	ChIP-seq_of_histone_modifications_with_aerial_tissue_of_two-weeks_old_seedlings
SRR037785	H3K36me2_seedling
SRR1302276	FHY1-GFP_3_ChIP-seq
SRR2977195	COL-0_for_air_treatment
SRR1988575	ChIPSeq-PIF4_FLAG_Rep3
SRR1988574	ChIPSeq-PIF4_FLAG_Rep2
SRR1988577	ChIPSeq-PIF4_IgG_Rep2
SRR1988576	ChIPSeq-PIF4_IgG_Rep1
SRR1988571	ChIPSeq-CRY2_IgG_Rep1
SRR1988570	ChIPSeq-CRY2_FLAG_Rep2
SRR1988573	ChIPSeq-PIF4_FLAG_Rep1
SRR1988572	ChIPSeq-CRY2_IgG_Rep2
SRR3418104	AT5G43840_HSFA6A_ABA_ChIP_rep3
SRR3418105	AT5G43840_HSFA6A_EtOH_ChIP_rep3
SRR3418106	AT5G67300_MYB44_ABA_ChIP_rep1
SRR3418107	AT5G67300_MYB44_EtOH_ChIP_rep1
SRR3418100	AT5G43840_HSFA6A_ABA_ChIP_rep1
SRR3418101	AT5G43840_HSFA6A_EtOH_ChIP_rep1
SRR3418102	AT5G43840_HSFA6A_ABA_ChIP_rep2
SRR3418103	AT5G43840_HSFA6A_EtOH_ChIP_rep2
SRR3192754	wt_Ler_chipseq_rep1
SRR3192755	wt_Ler_chipseq_rep2
SRR3192756	wt_Ler_chipseq_rep3
SRR908235	DP103-1_(iFLMbeta-GFP)
SRR3418108	AT5G67300_MYB44_ABA_ChIP_rep2
SRR3418109	AT5G67300_MYB44_EtOH_ChIP_rep2
SRR3192752	RPL-GFP_chipseq_rep2
SRR3192753	RPL-GFP_chipseq_rep3
SRR3610903	ChIP_GSNO_3h_rep2
SRR1719111	p35S:LFY,_rep1
SRR5640847	BCOT_chip_br1
SRR5640848	BCOT_chip_br2
SRR5640849	BCOT_input_br1
SRR1719114	p35S:LFYTERE,_rep2
SRR1818403	WK33-HA_mock_14h_input_rep1
SRR1044949	YFP
SRR1818402	WK33-HA_mock_14h_input_rep1
SRR3610901	ChIP_GSNO_3h_rep1
SRR1508805	WT_ChIP2
SRR1508804	WT_ChIP1
SRR016810	Generic_sample_from_Arabidopsis_thaliana
SRR1508806	WT_ChIP3
SRR1508801	RGA_ChIP1
SRR1508803	RGA_ChIP3
SRR1508802	RGA_ChIP2
SRR5818186	ChIP-seq_H3K27me3_Col_rep2
SRR5818187	ChIP-seq_H3K27me3_h3.1kd-1_rep1
SRR5818184	ChIP-seq_Input_h3.1kd-2_rep2
SRR5818185	ChIP-seq_H3K27me3_Col_rep1
SRR5818182	ChIP-seq_Input_h3.1kd-1_rep2
SRR5818183	ChIP-seq_Input_h3.1kd-2_rep1
SRR5818180	ChIP-seq_Input_Col_rep2
SRR5818181	ChIP-seq_Input_h3.1kd-1_rep1
SRR5388793	input_d2c2_SUVH9_rep2
SRR5388792	d2c2_SUVH9_rep2
SRR5388791	SUVH9_rep2
SRR5818189	ChIP-seq_H3K27me3_h3.1kd-2_rep1
SRR2087598	CCA1_ChIPSeq_LD1
SRR2087599	CCA1_ChIPSeq_LD2
SRR2087596	CCA1_ChIPSeq_LL2
SRR2087597	CCA1_ChIPSeq_LL3
SRR2087595	CCA1_ChIPSeq_LL1
SRR2243593	BRMGFPInput
SRR2087600	CCA1_ChIPSeq_ZT14
SRR2087601	CCA1_ChIPSeq_Input
SRR398909	PIF5ox_shade_ChIPSeq
SRR3288011	Input_DNA_of_replicate_1_(GFF-1)
SRR3288010	FUL-GFP_in_ful-1,_replicate_2
SRR3288012	Input_DNA_of_replicate_2_(GBY-1)
SRR1451409	35S-SUC2-Input-rep1
SRR3418150	AT4G34000_ABF3_ABA_ChIP_rep3
SRR058388	H3K4me3_ChIPSeq
SRR058389	H3_ChIPseq
SRR5360106	LFYGR
SRR5360107	LFYGRINPUT1
SRR058387	H3K9ac_ChIPseq
SRR3709938	H3K27me3_WT_control_rep1
SRR3709939	H3K27me3_WT_control_rep2
SRR3203379	H3K27me3_in_CLF_Input_Replicate2
SRR3203378	H3K27me3_in_lhp1_IP_Replicate2
SRR3203375	H3K27me3_in_Col-0_Input_Replicate2
SRR3709933	H3K4me3_OTU5_control_rep2
SRR3203377	H3K27me3_in_lhp1_Input_Replicate2
SRR3203376	H3K27me3_in_Col-0_IP_Replicate2
SRR3709936	H3K4me3_OTU5_low_Pi_rep1
SRR3709937	H3K4me3_OTU5_low_Pi_rep2
SRR3709934	H3K4me3_WT_low_Pi_rep1
SRR3709935	H3K4me3_WT_low_Pi_rep2
SRR6320451	Arabidopsis_thaliana_carpel
SRR6320450	Arabidopsis_thaliana_carpel
SRR6320453	Arabidopsis_thaliana_cauline_leaf
SRR6320452	Arabidopsis_thaliana_cauline_leaf
SRR6320455	Arabidopsis_thaliana_old_silique
SRR6320454	Arabidopsis_thaliana_old_silique
SRR822347	GSM1116505:_gSOC1_negative_1
SRR1537404	ChIPSeq-ABI5_mock_2
ERR1880967	2
SRR1537402	ChIPSeq-ABI5_mock_1
SRR1537401	ChIPSeq-ABI5_Ypet_1
SRR1537400	ChIPSeq-IgG_mock
ERR1880969	4
ERR1880968	3
SRR822349	gSOC1_negative_2
SRR822348	GSM1116506:_gSOC1-GFP_replicate_1
SRR1167738	svp-41_FLC_FRI_rep1
SRR1167739	svp-41_FLC_FRI_rep2
SRR4039489	Hybrid_vigour_(heterosis)_has_been_used_for_decades_in_crop_industries,_especially_in_the_production_of_maize_and_rice._Hybrid_varieties_usually_exceed_their_parents_in_plant_biomass_and_seed_yield._But_the_molecular_basis_of_hybrid_vigour_is_not_fully_understood._Previous_studies_have_suggested_that_epigenetic_systems_could_play_a_role_in_heterosis._In_this_project,_we_investigated_genome-wide_patterns_of_four_histone_marks_in_Arabidopsis_hybrids_at_a_germination_stage_of_seeds.
SRR1167730	pSVP:SVP:GFP_svp-41_FLC_FRI_rep3
SRR1167731	pSVP:SVP:GFP_svp-41_flc-3_FRI_rep1
SRR1167732	pSVP:SVP:GFP_svp-41_flc-3_FRI_rep1
SRR1167733	pSVP:SVP:GFP_svp-41_flc-3_FRI_rep2
SRR1167734	pSVP:SVP:GFP_svp-41_flc-3_FRI_rep3
SRR1167735	SVP_FLC_FRI_rep1
SRR1167736	SVP_FLC_FRI_rep2
SRR1167737	SVP_FLC_FRI_rep3
SRR2979660	ein2_mutant_in_COL-0_background_for_ethylene_treatment
SRR643948	WT-ChIP-2A
SRR643949	WT-ChIP-3A
SRR643944	PIF4-peaks-1
SRR643945	PIF4-peaks-2
SRR643946	PIF4-peaks-3
SRR643947	WT-ChIP-1A
SRR643940	PIF1-peaks-3
SRR643941	WT-ChIP-1
SRR643942	WT-ChIP-2
SRR643943	WT-ChIP-3
SRR6078569	Arabidopsis_thaliana_Col-0,_7-day_split,_cell_culture,_ChIP-seq_H3K9me2
SRR3928029	H3K27me3_ChIP_from_Col_-_bioRep_1
SRR3928028	Histone_H3_ChIP_from_Col_-_bioRep_3
SRR3928027	Histone_H3_ChIP_from_Col_-_bioRep_2
SRR3928026	Histone_H3_ChIP_from_Col_-_bioRep_1
